FID,lamp_post_info_id,parent_id,department_id,responsible_id,lamp_status_id,lamp_survey_id,lamp_post_type_id,lamp_cover_type_id,single_tag_lamp_type_id,lamp_post_code,geom,color_code,longitude,latitude,iot_control_id,lux,lamp_survey_name,district_name,lamp_post_type_name
bma_streetlight.fid-122492c5_19f42063c6e_-363d,413576,413576,2,33,1,2,1,1,3,lamp-ID-e9b8a9c9-eb1f-4a7b-9656-0aa7bf679fd4,POINT (13.732709096959399 100.5485684220682),#9D5A9B,100.5486,13.7327,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-363c,498799,498799,2,33,1,1,2,1,10,lamp-ID-2f2ba872-05f5-48e2-b036-1f119b4be5f3,POINT (13.723226653019612 100.55256985207282),#ABABAB,100.5526,13.7232,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-363b,470435,470435,2,33,1,1,2,1,10,lamp-ID-5a4e4c8d-7861-4e20-9166-5b075cfa96c8,POINT (13.732228703171902 100.54390737266435),#ABABAB,100.5439,13.7322,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-363a,698117,698117,2,33,1,1,2,1,2,lamp-ID-2a597dc3-6548-4f14-8e22-9735521c65f7,POINT (13.742720831806889 100.52979364140691),#16A3D4,100.5298,13.7427,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3639,567954,567954,2,33,1,2,1,1,1,lamp-ID-2694562d-8c98-4ad2-9c43-42d2163f97ef,POINT (13.737546240102766 100.52098643394038),#E3525B,100.521,13.7375,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3638,434850,434850,2,33,1,2,5,3,3,lamp-ID-705b3c2e-2736-43e6-861e-9e27c47ee7b5,POINT (13.72960509 100.5374899),#9D5A9B,100.5375,13.7296,2,31.12,มี,ปทุมวัน,High mass
bma_streetlight.fid-122492c5_19f42063c6e_-3637,863465,428877,2,33,1,2,1,1,3,lamp-ID-e0d0dd31-b61f-4a59-b1d8-2f2c04039bae,POINT (13.728713 100.551403),#9D5A9B,100.5514,13.7287,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3636,895172,772872,1,3,1,2,2,1,3,lamp-ID-89ccd256-b429-478a-a558-d361d5af360d,POINT (13.730073 100.535149),#9D5A9B,100.5351,13.7301,1,18,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3635,860148,421188,2,33,1,2,1,1,3,lamp-ID-1ff2ac4e-e159-4875-aa70-9837f05654ed,POINT (13.733361 100.549605),#9D5A9B,100.5496,13.7334,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3634,895272,773123,1,3,1,2,2,1,3,lamp-ID-32b64eca-12f4-4a17-b167-43fecc4e775d,POINT (13.731337 100.532266),#9D5A9B,100.5323,13.7313,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3633,775097,775097,1,3,1,2,4,1,3,lamp-ID-0ec5de38-ccce-417e-b660-204e59e96a92,POINT (13.73823065 100.5391578),#9D5A9B,100.5392,13.7382,2,47.64,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3632,518477,518477,2,33,1,1,2,1,10,lamp-ID-d93345f9-c23a-48a0-8ff2-37eaccc06050,POINT (13.730742335382756 100.54188742336125),#ABABAB,100.5419,13.7307,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3631,605588,605588,2,33,1,1,2,1,10,lamp-ID-60f78527-e328-4423-825a-e147dd592a0f,POINT (13.731599751515859 100.53859348927986),#ABABAB,100.5386,13.7316,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3630,774994,774994,1,3,1,2,2,1,3,lamp-ID-432e1372-9f79-4934-a602-838b3eef8d85,POINT (13.732970877234777 100.53815813751953),#9D5A9B,100.5382,13.733,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-362f,860515,518402,1,3,1,1,2,1,3,lamp-ID-c6c19505-698a-4f38-8f09-b92bf5cced0e,POINT (13.731492 100.545416),#9D5A9B,100.5454,13.7315,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-362e,824787,824787,2,33,1,2,1,1,3,002474,POINT (13.749625 100.523598),#9D5A9B,100.5236,13.7496,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-362d,895238,419461,1,3,1,2,2,1,2,lamp-ID-13c5f23b-8239-4fed-8f5b-e31a3aeedd72,POINT (13.74295211797802 100.51992316477487),#16A3D4,100.5199,13.743,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-362c,863402,421463,2,33,1,2,1,1,3,lamp-ID-109d0567-5d4c-4adb-a7e1-73cb3aebbf8b,POINT (13.728984 100.551435),#9D5A9B,100.5514,13.729,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-362b,775311,775311,1,3,1,2,4,1,3,lamp-ID-21a16931-b2e4-4eb0-b6e4-340bee6a34af,POINT (13.743085586300557 100.540202066818),#9D5A9B,100.5402,13.7431,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-362a,426105,426105,1,3,1,1,2,1,10,lamp-ID-2946d4bf-ff50-480a-a779-825982969ab6,POINT (13.73432170405809 100.54017275338607),#ABABAB,100.5402,13.7343,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3629,666781,666781,2,33,1,1,2,1,10,lamp-ID-f0d94176-5930-45a0-8c7c-053b150cab06,POINT (13.730179821214252 100.53872573655771),#ABABAB,100.5387,13.7302,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3628,435168,435168,2,33,1,1,2,1,10,lamp-ID-1230c86a-e860-49f5-9570-5ee55c1c1e00,POINT (13.730133056087523 100.5389773953793),#ABABAB,100.539,13.7301,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3627,759688,759688,1,3,1,2,2,1,3,lamp-ID-4e4e1d4a-78da-405a-b142-4a75bf974966,POINT (13.74379760785775 100.51616055937076),#9D5A9B,100.5162,13.7438,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3626,571418,571418,1,3,1,1,2,1,10,lamp-ID-bf2364ca-1b99-44ba-ada3-7238735acacd,POINT (13.74339582771868 100.53554267980658),#ABABAB,100.5355,13.7434,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3625,702551,702551,1,3,1,2,1,1,3,lamp-ID-97e2ac83-8858-4eeb-be99-c0bfa58f888c,POINT (13.7275728 100.5409311),#9D5A9B,100.5409,13.7276,2,26.62,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3624,416845,416845,2,33,1,1,2,1,10,lamp-ID-981c22ba-bb86-435f-9471-5e436f99e7e9,POINT (13.748077242662065 100.5416913834101),#ABABAB,100.5417,13.7481,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3623,432969,432969,2,33,1,1,2,1,10,lamp-ID-6ba1a416-a309-46bd-a7f6-68aa12732103,POINT (13.729425803933296 100.54437011950417),#ABABAB,100.5444,13.7294,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3622,472780,472780,2,33,1,1,2,1,10,lamp-ID-4267edb4-a1f5-4ce1-8879-86c9c94ebdaf,POINT (13.733245374394494 100.54123485287208),#ABABAB,100.5412,13.7332,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3621,604367,604367,2,33,1,1,2,1,10,lamp-ID-7c0f2199-62f2-4030-9108-48419611e418,POINT (13.731059568100385 100.53884660053906),#ABABAB,100.5388,13.7311,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3620,640195,640195,1,3,2,1,2,1,3,lamp-ID-948f0444-be11-485e-8a4d-b2fcdbacdbf4,POINT (13.746813003721496 100.54444319357547),#9D5A9B,100.5444,13.7468,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-361f,824795,824795,2,33,1,2,1,1,3,002475,POINT (13.749273 100.523207),#9D5A9B,100.5232,13.7493,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-361e,853255,651288,1,3,1,1,2,1,3,lamp-ID-0044ebe9-619f-4121-b05a-5892f268a69c,POINT (13.743223 100.517983),#9D5A9B,100.518,13.7432,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-361d,534008,534008,2,33,1,1,2,1,10,lamp-ID-4a3f111c-4ffa-4f34-89e9-5d6a98c18b7f,POINT (13.724909326848055 100.55036250188465),#ABABAB,100.5504,13.7249,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-361c,912321,703359,2,33,1,2,1,1,3,lamp-ID-357ef773-dba5-4e24-b670-8f2e9c1b42c7,POINT (13.746995 100.520459),#9D5A9B,100.5205,13.747,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-361b,700805,700805,2,33,1,1,2,1,2,lamp-ID-54b72dcc-3e45-4a6c-b440-44d966bfb6ed,POINT (13.735200413189952 100.52451232978686),#16A3D4,100.5245,13.7352,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-361a,604700,604700,2,33,1,1,2,1,10,lamp-ID-b57dc721-cdb8-4164-8137-a0738c4af001,POINT (13.731884750565946 100.5429053227048),#ABABAB,100.5429,13.7319,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3619,860304,860304,2,33,1,2,1,1,3,7/37,POINT (13.730997 100.546371),#9D5A9B,100.5464,13.731,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3618,895046,472855,1,3,1,2,2,1,2,lamp-ID-188c2563-edb7-430c-bd90-73e6b6cee10b,POINT (13.731807 100.53101),#16A3D4,100.531,13.7318,1,41,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3617,585348,585348,1,3,1,1,2,1,10,lamp-ID-9d5d3416-7ee9-4f3c-baa9-0237290ac02d,POINT (13.735921057466387 100.5292374927762),#ABABAB,100.5292,13.7359,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3616,912195,703445,1,3,1,2,2,1,3,lamp-ID-039f0d9e-fd78-434a-93d5-2b893730fc6c,POINT (13.74458 100.518),#9D5A9B,100.518,13.7446,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3615,772274,772274,1,3,1,2,3,1,3,lamp-ID-7bd101ff-bf48-4fc0-9b20-2062dbf0b7fd,POINT (13.72673366 100.5433451),#9D5A9B,100.5433,13.7267,2,35.04,มี,ปทุมวัน,เสาเหล็กกิ่งคู่
bma_streetlight.fid-122492c5_19f42063c6e_-3614,437500,437500,1,3,1,2,1,1,1,lamp-ID-a0dad20d-06e9-40f5-8ac4-5731885fd3b8,POINT (13.72431199 100.5495558),#E3525B,100.5496,13.7243,2,85.7,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3613,838894,560012,1,3,1,1,2,1,2,lamp-ID-63809549-e660-44e2-970f-4a68165f6857,POINT (13.741467 100.5473),#16A3D4,100.5473,13.7415,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3612,496849,496849,1,3,1,2,7,1,2,lamp-ID-ff5dab56-7f32-4f4f-9c3d-0346078c2aff,POINT (13.726428614184337 100.54431093203883),#16A3D4,100.5443,13.7264,2,,มี,ปทุมวัน,Soffit
bma_streetlight.fid-122492c5_19f42063c6e_-3611,860078,860078,2,33,1,2,1,1,3,7/43,POINT (13.749223 100.522671),#9D5A9B,100.5227,13.7492,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3610,863159,726025,2,33,1,2,1,1,3,lamp-ID-71ad298d-0fcd-4157-afcd-fa86f8bf1ef4,POINT (13.725888 100.548774),#9D5A9B,100.5488,13.7259,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-360f,403214,403214,2,33,1,1,2,1,10,lamp-ID-62a49594-57ab-4b68-a99b-03ac560dd685,POINT (13.733344485014044 100.54146724536767),#ABABAB,100.5415,13.7333,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-360e,908139,512174,1,3,1,2,2,1,3,lamp-ID-0befaa24-1d75-4975-b4a2-e1db57692321,POINT (13.73230773 100.5303876),#9D5A9B,100.5304,13.7323,2,25.13,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-360d,470660,470660,1,3,1,1,2,1,10,lamp-ID-ef42ff1f-a1fd-4342-81aa-36fa54f23c97,POINT (13.743906315609896 100.5448091139041),#ABABAB,100.5448,13.7439,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-360c,899572,554246,1,3,1,2,2,1,2,lamp-ID-13c43b7d-9497-4e59-bd14-4edcfbc7c999,POINT (13.739911623652471 100.5298320497657),#16A3D4,100.5298,13.7399,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-360b,434384,434384,2,33,1,1,2,1,1,lamp-ID-4bd4e2c0-ea21-4a57-8f8e-1752ebf8e3de,POINT (13.74123722913846 100.54226910361398),#E3525B,100.5423,13.7412,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-360a,517238,517238,1,3,1,1,2,1,10,lamp-ID-81905d12-f028-466f-b998-f26f54ca4223,POINT (13.736258591926514 100.52928765318126),#ABABAB,100.5293,13.7363,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3609,541217,541217,2,33,1,1,2,1,10,lamp-ID-ca340066-2cbd-4458-b3ad-f0445e767e6c,POINT (13.744982309287325 100.52057343238779),#ABABAB,100.5206,13.745,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3608,472337,472337,2,33,1,1,2,1,10,lamp-ID-b86f046c-9ade-4277-a31c-906aa3560ce7,POINT (13.732768658549098 100.5415796374986),#ABABAB,100.5416,13.7328,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3607,569081,569081,1,3,1,1,2,1,10,lamp-ID-2b0f66e8-1a42-4253-89df-b312c3982ab1,POINT (13.741285099417702 100.5351879548214),#ABABAB,100.5352,13.7413,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3606,420862,420862,2,33,1,2,1,1,3,lamp-ID-3077da84-a21a-4a46-a326-74368d11d153,POINT (13.732861566551504 100.55021242562498),#9D5A9B,100.5502,13.7329,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3605,905000,703386,1,3,1,2,1,1,3,lamp-ID-e2787fa3-3463-4ba8-b1c2-435287c5da19,POINT (13.746469 100.548033),#9D5A9B,100.548,13.7465,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3604,423960,423960,2,33,1,1,2,1,10,lamp-ID-b4359566-2e6f-406f-9eef-32501bafac46,POINT (13.739342205803489 100.51611006049684),#ABABAB,100.5161,13.7393,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3603,524134,524134,1,3,1,2,2,1,1,lamp-ID-049d5287-e3ab-447d-8464-8bb63ceab790,POINT (13.73001566 100.535726),#E3525B,100.5357,13.73,2,30.86,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3602,769969,769969,1,3,1,2,4,1,3,lamp-ID-23bd39ab-ce06-4a43-aef1-5e29f17686ca,POINT (13.743100290484605 100.54822230173899),#9D5A9B,100.5482,13.7431,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3601,860533,393526,1,3,1,1,2,1,3,lamp-ID-6dfe78be-38b7-4daf-9a3b-3ef9b3dc8dee,POINT (13.728877 100.544973),#9D5A9B,100.545,13.7289,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3600,571098,571098,2,33,1,2,1,1,3,lamp-ID-d472343c-5ffc-40de-9459-5b6a5090a1de,POINT (13.733819329916892 100.54900278754734),#9D5A9B,100.549,13.7338,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35ff,470436,470436,2,33,1,1,2,1,10,lamp-ID-5a37e1d1-2458-40e2-893d-314db34f8f3e,POINT (13.732152112502396 100.54368785099935),#ABABAB,100.5437,13.7322,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35fe,715400,715400,2,33,1,1,2,1,1,lamp-ID-fed7d5c2-a9e2-4947-a367-307b41370557,POINT (13.748881766868244 100.5233812120529),#E3525B,100.5234,13.7489,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35fd,459050,459050,2,33,1,2,1,1,3,lamp-ID-b6f29e3b-1467-4bb9-9667-2fc1f88db321,POINT (13.734838134568893 100.54848714978047),#9D5A9B,100.5485,13.7348,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35fc,442454,442454,1,3,1,1,2,1,2,lamp-ID-d1016938-1d30-4b66-b43e-4e2107619db2,POINT (13.736449795153856 100.52016001211189),#16A3D4,100.5202,13.7364,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35fb,723069,723069,1,3,1,1,2,1,10,lamp-ID-21dd69ad-8786-4021-9dd7-b33341492c7b,POINT (13.734095781302683 100.53422805589302),#ABABAB,100.5342,13.7341,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35fa,927435,540592,2,33,1,1,2,1,10,lamp-ID-bc4d89f8-f528-40eb-99f1-67241077e747,POINT (13.745669164361999 100.53300736617157),#ABABAB,100.533,13.7457,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35f9,862886,862886,2,33,1,2,1,1,3,40/11,POINT (13.730776 100.547661),#9D5A9B,100.5477,13.7308,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35f8,865084,865084,1,3,1,2,1,1,3,112/9,POINT (13.742747 100.520832),#9D5A9B,100.5208,13.7427,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35f7,471786,471786,2,33,1,1,2,1,10,lamp-ID-e469c56a-191d-4196-8060-eb8f8e5eda0c,POINT (13.7318759712519 100.53869122270167),#ABABAB,100.5387,13.7319,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35f6,905762,775158,1,3,1,2,2,1,3,lamp-ID-40820cba-9922-44b7-9b7e-bc6b66ae7020,POINT (13.738751069303671 100.53952125348589),#9D5A9B,100.5395,13.7388,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35f5,826781,426267,1,3,1,2,3,1,3,lamp-ID-ae3f5731-233c-4f28-94c7-022196799991,POINT (13.731057 100.53367),#9D5A9B,100.5337,13.7311,2,,มี,ปทุมวัน,เสาเหล็กกิ่งคู่
bma_streetlight.fid-122492c5_19f42063c6e_-35f4,693296,693296,1,3,1,2,1,1,3,lamp-ID-de83abef-c776-4cf3-83bc-b2a5bf38bf04,POINT (13.74884085 100.5173032),#9D5A9B,100.5173,13.7488,2,51.06,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35f3,399823,399823,2,33,1,2,1,1,3,lamp-ID-807adc03-9f2f-464a-bf99-c7f512c5199f,POINT (13.736075520432784 100.55074115521533),#9D5A9B,100.5507,13.7361,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35f2,700891,700891,2,33,1,1,2,1,2,lamp-ID-a214ab49-1769-4840-bbf4-fa4c9efd4eb3,POINT (13.734414573565822 100.52762268268744),#16A3D4,100.5276,13.7344,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35f1,600688,600688,2,33,1,1,2,1,10,lamp-ID-b023d803-83c1-49ad-86d5-2d9b40647fd5,POINT (13.733536100797362 100.54391569774823),#ABABAB,100.5439,13.7335,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35f0,916191,620657,2,33,1,1,2,1,10,lamp-ID-ab7adc7a-7dc1-4a65-86d5-7ac0ecd9550f,POINT (13.751267411279875 100.52194533159185),#ABABAB,100.5219,13.7513,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35ef,770960,770960,1,3,1,2,4,1,3,lamp-ID-47e9f209-9064-492a-b112-10ad07a29527,POINT (13.743526646380753 100.54698295891285),#9D5A9B,100.547,13.7435,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-35ee,394885,394885,2,33,1,1,2,1,10,lamp-ID-78fb13c6-1370-4a24-90e4-9024b8cc6412,POINT (13.731805717010198 100.54306780182908),#ABABAB,100.5431,13.7318,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35ed,775353,775353,1,3,1,2,4,1,3,lamp-ID-37e73b46-f7f8-4a5c-8883-e6bc417c9325,POINT (13.74303397 100.5400101),#9D5A9B,100.54,13.743,2,52.58,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-35ec,535176,535176,2,33,1,2,1,1,3,lamp-ID-84ffd93c-9c32-46cf-b290-63b1223053fe,POINT (13.73273306751353 100.55040339014036),#9D5A9B,100.5504,13.7327,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35eb,853222,567012,2,33,1,2,2,1,3,lamp-ID-90c8468a-08f5-4079-b4fe-b4dcbeecc6dd,POINT (13.740137 100.521837),#9D5A9B,100.5218,13.7401,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35ea,902677,537236,1,3,1,2,2,1,3,lamp-ID-8a9aeac6-e5b3-4816-b767-b5edc700be79,POINT (13.733051 100.528336),#9D5A9B,100.5283,13.7331,1,24,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35e9,895161,772722,1,3,1,2,2,1,3,lamp-ID-a3431531-1ffc-48c2-9617-80ee33e4c0ef,POINT (13.729542 100.536428),#9D5A9B,100.5364,13.7295,1,25,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35e8,781328,781328,1,3,1,2,2,1,3,lamp-ID-56dd7334-fc83-4732-883c-63e170e6d799,POINT (13.72952014 100.5371126),#9D5A9B,100.5371,13.7295,2,41.03,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35e7,860493,743658,1,3,1,2,1,1,3,lamp-ID-dcefccf3-ea4b-49a6-a230-368d81656b8f,POINT (13.734922 100.546069),#9D5A9B,100.5461,13.7349,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-35e6,914340,431727,2,33,1,1,2,1,1,lamp-ID-a6771179-abd7-4942-9962-ce0e24239118,POINT (13.740116985255725 100.54402604905597),#E3525B,100.544,13.7401,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-35e5,770961,770961,1,3,1,2,4,1,3,lamp-ID-e5750969-d004-44c5-be12-f3cf4395fb2c,POINT (13.743514487726598 100.5470980703558),#9D5A9B,100.5471,13.7435,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-35e4,860422,576320,1,3,1,2,9,1,3,lamp-ID-71874e46-dacd-41e3-9941-5c9ff3cea32f,POINT (13.741208 100.547105),#9D5A9B,100.5471,13.7412,1,,มี,ปทุมวัน,เสา คสล. กิ่งคู่ขาจับ
