FID,lamp_post_info_id,parent_id,department_id,responsible_id,lamp_status_id,lamp_survey_id,lamp_post_type_id,lamp_cover_type_id,single_tag_lamp_type_id,lamp_post_code,geom,color_code,longitude,latitude,iot_control_id,lux,lamp_survey_name,district_name,lamp_post_type_name
bma_streetlight.fid-122492c5_19f42063c6e_-37cf,419185,419185,1,3,1,1,2,1,10,lamp-ID-2616db30-9f27-4aef-adb1-c46d0d7316b0,POINT (13.73789529244365 100.52952758531572),#ABABAB,100.5295,13.7379,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ce,423315,423315,2,33,1,2,1,1,1,lamp-ID-e3634e2c-8a6f-499b-986f-003eb9d32cd9,POINT (13.748312880701896 100.54621709900795),#E3525B,100.5462,13.7483,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37cd,860484,528257,1,3,1,2,2,1,3,lamp-ID-54f27702-0bbd-4f22-a115-36cb762919d8,POINT (13.735741 100.546173),#9D5A9B,100.5462,13.7357,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37cc,571408,571408,2,33,1,1,2,1,1,lamp-ID-15fc636e-ab65-44dd-9b1b-3aa0a977cf41,POINT (13.74182162942022 100.54408807055411),#E3525B,100.5441,13.7418,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37cb,689064,689064,2,33,1,1,2,1,10,lamp-ID-926cd00d-3239-4ec0-9cc8-986f3dc5c941,POINT (13.74000511501513 100.52403663628128),#ABABAB,100.524,13.74,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ca,749997,749997,2,33,1,2,1,1,3,lamp-ID-e053487b-14d3-4d03-a5ad-4576ba3696d4,POINT (13.74499913513638 100.54566130042079),#9D5A9B,100.5457,13.745,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37c9,471125,471125,1,3,1,1,2,1,10,lamp-ID-66f0a595-231a-4cfe-a094-391f5c1e4068,POINT (13.736713515168955 100.53917182265846),#ABABAB,100.5392,13.7367,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37c8,758282,758282,2,33,1,2,2,1,10,lamp-ID-b91909cf-2e86-42c8-b1a3-3a15b026ace4,POINT (13.752169732254256 100.52038818597795),#ABABAB,100.5204,13.7522,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37c7,601067,601067,2,33,1,1,2,1,10,lamp-ID-ec616b6b-5dcc-4c8c-91f4-4d6d9e85c188,POINT (13.734015033653076 100.54363024812105),#ABABAB,100.5436,13.734,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37c6,880128,770245,2,33,1,2,4,1,3,lamp-ID-7166526b-b266-4dba-a19a-bc6bccc62be1,POINT (13.74406014223276 100.54433568549031),#9D5A9B,100.5443,13.7441,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-37c5,863475,428880,2,33,1,2,1,1,3,lamp-ID-c0e30254-81bd-4a6f-81e6-7789f1bafb01,POINT (13.728301 100.550705),#9D5A9B,100.5507,13.7283,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37c4,862950,555548,2,33,1,2,1,1,3,lamp-ID-c7cdaad0-03e0-4ce9-8720-344ddede0295,POINT (13.731569 100.547618),#9D5A9B,100.5476,13.7316,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37c3,471794,471794,2,33,1,1,2,1,10,lamp-ID-4c76c973-0275-4f6c-aa7e-a9f2ab6f99d2,POINT (13.73357739590325 100.53890805417745),#ABABAB,100.5389,13.7336,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37c2,860430,714556,1,3,1,1,2,1,3,lamp-ID-308f03ee-f40a-4c45-8ecd-5dd4e493a172,POINT (13.740679 100.54711),#9D5A9B,100.5471,13.7407,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37c1,921630,716113,2,33,1,2,1,1,3,lamp-ID-6026bad3-3991-418a-b7a7-f0d37b2ad622,POINT (13.747384084562034 100.52714307186795),#9D5A9B,100.5271,13.7474,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37c0,604471,604471,2,33,1,1,2,1,10,lamp-ID-1cda549c-3edb-4f29-bd96-fd89d6e177b2,POINT (13.734075741554744 100.54304333355249),#ABABAB,100.543,13.7341,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37bf,759675,759675,1,3,1,2,2,1,3,lamp-ID-2eb7a81a-472e-4aa3-99df-8b76dd1a6974,POINT (13.743494266780802 100.51612396749307),#9D5A9B,100.5161,13.7435,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37be,703286,703286,2,33,1,2,1,1,3,lamp-ID-f6aee577-13a8-46fc-8c47-03c7a8568a28,POINT (13.747807815816268 100.52966554640743),#9D5A9B,100.5297,13.7478,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37bd,863020,863020,2,33,1,2,1,1,3,40/54,POINT (13.730845 100.547483),#9D5A9B,100.5475,13.7308,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37bc,437253,437253,1,3,1,1,2,1,2,lamp-ID-be99de92-ec91-439a-8382-dd44dbcadc89,POINT (13.74630965183075 100.52363975978247),#16A3D4,100.5236,13.7463,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37bb,543659,543659,1,3,1,1,2,1,10,lamp-ID-84eeebb5-e969-452c-989c-02860420a0f3,POINT (13.734205008713756 100.54310603846805),#ABABAB,100.5431,13.7342,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ba,432924,432924,2,33,1,1,2,1,10,lamp-ID-bea68c66-1301-4de7-9c8c-ba8d827a78da,POINT (13.729605327986404 100.54413532713052),#ABABAB,100.5441,13.7296,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b9,527360,527360,1,3,1,2,2,1,3,lamp-ID-125f4fc5-8f24-4cfb-a6c8-c18f4c7100ac,POINT (13.73202517 100.5310689),#9D5A9B,100.5311,13.732,2,31.92,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b8,469749,469749,1,3,1,1,2,1,10,lamp-ID-381584b4-1b67-4336-929d-0536c876d2c1,POINT (13.736482513439693 100.54630119261873),#ABABAB,100.5463,13.7365,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b7,913125,770139,1,3,1,2,4,1,3,lamp-ID-4717c40b-a922-4349-b653-2808caf39428,POINT (13.74393861350537 100.54354190710458),#9D5A9B,100.5435,13.7439,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-37b6,542838,542838,2,33,1,1,2,1,10,lamp-ID-76115900-0390-487d-b26e-1214f8c0c2c6,POINT (13.734064187065618 100.54328368587447),#ABABAB,100.5433,13.7341,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b5,815056,815056,2,33,1,2,2,1,3,AB1234,POINT (13.73395 100.547138),#9D5A9B,100.5471,13.734,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b4,864026,521747,2,33,1,2,1,1,3,lamp-ID-ea6ea758-98e3-4f36-8101-ea3985d7a475,POINT (13.724476 100.550249),#9D5A9B,100.5502,13.7245,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37b3,860592,435486,2,33,1,1,2,1,3,lamp-ID-f9452136-b862-4d74-8549-08d5837b0562,POINT (13.732616 100.545794),#9D5A9B,100.5458,13.7326,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37b2,841383,834273,1,3,1,2,1,1,3,BMA7,POINT (13.728322 100.544772),#9D5A9B,100.5448,13.7283,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37b1,774055,774055,1,3,1,2,7,1,2,lamp-ID-ffecd773-feb8-4a43-98ce-2bf0861e1bdb,POINT (13.729981878238561 100.53548890928141),#16A3D4,100.5355,13.73,2,,มี,ปทุมวัน,Soffit
bma_streetlight.fid-122492c5_19f42063c6e_-37b0,576360,576360,2,33,1,1,2,1,2,lamp-ID-a209de80-4e14-4fa4-b48b-bf873bd32ada,POINT (13.742330351594715 100.54747227904049),#16A3D4,100.5475,13.7423,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37af,427866,427866,2,33,1,1,2,1,10,lamp-ID-062fb95b-e7f7-4a3c-8863-eae608aba815,POINT (13.744359483086283 100.53344554059424),#ABABAB,100.5334,13.7444,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ae,451911,451911,2,33,1,1,2,1,1,lamp-ID-0121c110-2b80-4b22-809d-61b105aab134,POINT (13.751553449091979 100.52046614151196),#E3525B,100.5205,13.7516,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ad,913249,863064,1,3,1,2,1,1,3,9/10,POINT (13.730902 100.54548),#9D5A9B,100.5455,13.7309,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37ac,709361,709361,1,3,1,1,2,1,10,lamp-ID-31a61e21-629e-4299-832c-da96ec88469b,POINT (13.734223059277404 100.54271433421088),#ABABAB,100.5427,13.7342,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37ab,541629,541629,2,33,1,1,2,1,1,lamp-ID-125ef0bb-529d-4759-b1dd-eb0a17f43887,POINT (13.743487971452998 100.52615705703153),#E3525B,100.5262,13.7435,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37aa,698090,698090,1,3,1,1,2,1,10,lamp-ID-07e6e5a2-ac76-4f69-8a8a-bd65cbcdbe11,POINT (13.74266935403199 100.53007764964192),#ABABAB,100.5301,13.7427,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a9,906194,775378,2,33,1,2,2,1,3,lamp-ID-1f2390b6-d6b7-4915-a2da-398b7dd18ef3,POINT (13.737224513820989 100.53932094507219),#9D5A9B,100.5393,13.7372,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a8,458569,458569,2,33,1,2,1,1,3,lamp-ID-c5faff28-897d-4664-9cb6-44d6fe72c7ad,POINT (13.73478639586843 100.54622165756362),#9D5A9B,100.5462,13.7348,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37a7,895268,773177,1,3,1,2,2,1,3,lamp-ID-119f0ca5-8067-43f1-8826-45078ea09dd4,POINT (13.731327 100.532491),#9D5A9B,100.5325,13.7313,1,16,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a6,422184,422184,2,33,1,1,2,1,3,lamp-ID-7d85ec74-2847-4aa3-a2fc-34e25c8ee07d,POINT (13.749996750859209 100.51966761299556),#9D5A9B,100.5197,13.75,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a5,892838,542843,1,3,1,2,2,1,2,lamp-ID-6f9333da-de62-4184-a17e-edf06beb728b,POINT (13.734191703545969 100.54350346026489),#16A3D4,100.5435,13.7342,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a4,471770,471770,2,33,1,1,2,1,10,lamp-ID-f9442935-2719-4f48-a430-ae97ed801d72,POINT (13.731917101371563 100.5384372126839),#ABABAB,100.5384,13.7319,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a3,925773,824780,2,33,1,2,1,1,3,002476,POINT (13.748935 100.524281),#9D5A9B,100.5243,13.7489,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-37a2,860524,518387,1,3,1,2,2,1,3,lamp-ID-daa36226-a3ed-4d8b-b7be-c120e1a752b4,POINT (13.730202 100.545193),#9D5A9B,100.5452,13.7302,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a1,860562,549092,1,3,1,2,2,1,3,lamp-ID-3ff5c75f-81ec-4b06-99c8-24ae566ff0aa,POINT (13.727496 100.544771),#9D5A9B,100.5448,13.7275,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-37a0,836376,571687,1,3,1,2,3,1,3,lamp-ID-5af4bfa5-7aac-4abf-98b2-a904ae65f1ac,POINT (13.736185 100.534427),#9D5A9B,100.5344,13.7362,1,,มี,ปทุมวัน,เสาเหล็กกิ่งคู่
bma_streetlight.fid-122492c5_19f42063c6e_-379f,598825,598825,2,33,1,2,1,1,3,lamp-ID-d4fd9771-dc67-4aaf-b8f4-5b0f55414f23,POINT (13.751707328704368 100.51921195081941),#9D5A9B,100.5192,13.7517,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-379e,435594,435594,1,3,1,2,1,1,3,lamp-ID-76043195-1ef3-4c48-aec8-edf4f30c9cfb,POINT (13.72804913 100.5405893),#9D5A9B,100.5406,13.728,2,24.61,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-379d,427858,427858,2,33,1,1,2,1,2,lamp-ID-bf902529-911e-4628-a058-b5c582c7f87a,POINT (13.74445508132324 100.53275938973108),#16A3D4,100.5328,13.7445,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-379c,600789,600789,2,33,1,1,2,1,10,lamp-ID-1f4be0f0-1d5e-4980-a57e-edd2186f61fd,POINT (13.733085621789835 100.5414348553717),#ABABAB,100.5414,13.7331,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-379b,433802,433802,2,33,1,1,2,1,1,lamp-ID-844c72e3-a87f-4fac-884e-8d7ca2b2871d,POINT (13.74147527423481 100.54124561299946),#E3525B,100.5412,13.7415,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-379a,775623,775623,1,3,1,2,4,1,3,lamp-ID-0be466bd-c17b-4f61-95f0-55360e9f92e0,POINT (13.74224533 100.5397532),#9D5A9B,100.5398,13.7422,2,40.34,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3799,756415,756415,2,33,1,2,1,1,3,lamp-ID-6939516a-27f9-496d-90e4-acffd10e8312,POINT (13.74419669563933 100.54945443280305),#9D5A9B,100.5495,13.7442,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3798,905461,521711,2,33,1,2,1,1,3,lamp-ID-abd560cb-2ae8-4b94-9f39-b26a5944b17c,POINT (13.732382 100.550236),#9D5A9B,100.5502,13.7324,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3797,469650,469650,2,33,1,1,2,1,10,lamp-ID-481c003f-6a0d-4134-8fdb-a979ef083302,POINT (13.733910948370507 100.54447953448782),#ABABAB,100.5445,13.7339,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3796,654223,654223,1,3,1,1,2,1,2,lamp-ID-d76be78a-0ae6-4920-8d21-8730610da80a,POINT (13.742600347133516 100.5199281830499),#16A3D4,100.5199,13.7426,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3795,511067,511067,1,3,1,1,2,1,10,lamp-ID-c09971da-038c-4460-8cb3-394ff87c588d,POINT (13.737760131721526 100.51649005589645),#ABABAB,100.5165,13.7378,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3794,498720,498720,2,33,1,1,2,1,10,lamp-ID-73809227-a1e6-4dc9-9b81-b7e72e60015c,POINT (13.746075319231197 100.53092332886227),#ABABAB,100.5309,13.7461,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3793,914784,702539,2,33,1,2,2,1,2,lamp-ID-7626820f-693a-4ba6-9315-f4933b2ea829,POINT (13.74840872499241 100.5253003154918),#16A3D4,100.5253,13.7484,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3792,847012,847012,2,33,1,2,1,1,3,lamp-ID-e716901b-5e83-4757-981b-89d0e3ce1e8aZ,POINT (13.746542 100.545948),#9D5A9B,100.5459,13.7465,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3791,416846,416846,2,33,1,1,2,1,2,lamp-ID-25202cd2-a98d-4176-b2a8-ce83a233a580,POINT (13.749105532853644 100.54187781122704),#16A3D4,100.5419,13.7491,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3790,860413,834178,1,3,1,2,1,1,3,BMA-489,POINT (13.741937 100.547236),#9D5A9B,100.5472,13.7419,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-378f,408304,408304,2,33,1,2,1,1,3,lamp-ID-df49272b-3c10-43ce-8692-9e4c85490af5,POINT (13.746918278974336 100.54901140295071),#9D5A9B,100.549,13.7469,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-378e,403367,403367,1,3,1,1,2,1,2,lamp-ID-fcd77a67-bb75-472e-8f16-2446945874e7,POINT (13.738961199631483 100.54306479300216),#16A3D4,100.5431,13.739,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-378d,470400,470400,2,33,1,1,2,1,10,lamp-ID-ebf7ed59-da3d-44e7-b758-b3f9ab4a7d82,POINT (13.733076373618266 100.54513345596978),#ABABAB,100.5451,13.7331,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-378c,775791,775791,1,3,1,2,2,1,3,lamp-ID-cb5f8987-20dd-4fc9-87ff-929caca7147a,POINT (13.73023795 100.5367797),#9D5A9B,100.5368,13.7302,2,64.69,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-378b,585458,585458,1,3,1,2,1,1,1,lamp-ID-5b4118f2-cb14-42f8-a577-b3fbd3721724,POINT (13.72533361 100.5470979),#E3525B,100.5471,13.7253,2,20.66,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-378a,926411,517450,2,33,1,2,2,1,10,lamp-ID-d8d33033-90db-4241-ac38-26d84e6fb421,POINT (13.745449938441023 100.51637769706792),#ABABAB,100.5164,13.7454,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3789,521958,521958,2,33,1,1,2,1,1,lamp-ID-0e89e5b2-5d1d-4e31-ba8c-03a01e30868a,POINT (13.73061151142595 100.55025771520607),#E3525B,100.5503,13.7306,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3788,860321,574876,2,33,1,2,2,1,3,lamp-ID-bc201613-9f24-4524-ad24-a3d2642abeb0,POINT (13.731415 100.546715),#9D5A9B,100.5467,13.7314,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3787,860093,860093,2,33,1,2,1,1,3,2/35,POINT (13.74889 100.522671),#9D5A9B,100.5227,13.7489,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3786,863299,434534,2,33,1,2,1,1,3,lamp-ID-2c1cb83b-b103-4696-b4a4-33dfe741a487,POINT (13.72752 100.550276),#9D5A9B,100.5503,13.7275,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3785,556254,556254,2,33,1,2,1,1,3,lamp-ID-3aa42c5c-9d1e-4eb8-9c73-60453190f5ce,POINT (13.741451077173254 100.54502452834288),#9D5A9B,100.545,13.7415,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3784,455998,455998,2,33,1,1,2,1,1,lamp-ID-ec1d525d-3041-438e-88cf-f09446b57661,POINT (13.740351984039812 100.51779223466812),#E3525B,100.5178,13.7404,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3783,506448,506448,2,33,1,1,2,1,10,lamp-ID-d472d126-8b2a-424c-9584-314163ee35a9,POINT (13.730095027652741 100.54162169648673),#ABABAB,100.5416,13.7301,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3782,471324,471324,2,33,1,1,2,1,10,lamp-ID-93e0ba98-298c-443c-9f33-85dfbd3edbd1,POINT (13.732051985480028 100.54181016593633),#ABABAB,100.5418,13.7321,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3781,424601,424601,2,33,1,1,2,1,10,lamp-ID-fe00e3b2-f99c-4ae0-ac4c-e446fbf1693b,POINT (13.730657948690919 100.5381435198184),#ABABAB,100.5381,13.7307,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3780,912479,576681,2,33,1,2,1,1,3,lamp-ID-9c96ff8c-94c6-4551-b0b3-fb2eafa43ab7,POINT (13.743032 100.522064),#9D5A9B,100.5221,13.743,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-377f,432252,432252,2,33,1,1,2,1,10,lamp-ID-640dcdcc-dc5b-4bb0-93a8-c602838144ce,POINT (13.730597099822221 100.54218143476177),#ABABAB,100.5422,13.7306,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-377e,860420,470251,1,3,1,2,2,1,3,lamp-ID-4a9bf56b-8979-4569-ad73-cb7356248cc5,POINT (13.741472 100.547246),#9D5A9B,100.5472,13.7415,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-377d,860558,435651,1,3,1,2,2,1,3,lamp-ID-820e2976-846c-456e-9361-76e21557a7eb,POINT (13.727112 100.544682),#9D5A9B,100.5447,13.7271,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-377c,844029,723082,2,33,1,2,1,1,3,lamp-ID-8feaacf6-dac9-4370-aed2-6d3946a0ee20,POINT (13.734592 100.547494),#9D5A9B,100.5475,13.7346,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-377b,902674,565247,1,3,1,2,2,1,3,lamp-ID-faf9fb60-393d-4acb-b56a-2ca125da18a2,POINT (13.733383 100.52727),#9D5A9B,100.5273,13.7334,1,32,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-377a,605690,605690,2,33,1,1,2,1,10,lamp-ID-1ad644d5-7073-4f8d-9b13-04dccf8e1ee0,POINT (13.73108737257594 100.5405844075353),#ABABAB,100.5406,13.7311,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3779,860525,834308,2,33,1,2,1,1,3,BMA14,POINT (13.730146 100.545065),#9D5A9B,100.5451,13.7301,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3778,775588,775588,1,3,1,2,4,1,3,lamp-ID-c1c0226d-0dc4-41f0-b872-c465db96a857,POINT (13.7331484 100.5379155),#9D5A9B,100.5379,13.7331,2,23.56,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3777,860407,784216,2,33,1,2,1,1,3,lamp-ID-94398dbd-7aaa-4b9e-b80f-2a72fd9ccb77,POINT (13.742506 100.547503),#9D5A9B,100.5475,13.7425,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3776,836394,836389,1,3,1,1,6,1,4,DHSJD567,POINT (13.736654 100.546402),#F59526,100.5464,13.7367,2,,ไม่มี,ปทุมวัน,เสาบนสะพานลอยคนข้าม
